TRADEID,GANTRYID,ORIGINALFLAG,COMPUTERORDER,HOURBATCHNO,GANTRYORDERNUM,GANTRYHEX,GANTRYHEXOPPOSITE,TRANSTIME,PAYFEE,FEE,DISCOUNTFEE,TRANSFEE,MEDIATYPE,OBUSIGN,TOLLINTERVALID,PAYFEEGROUP,FEEGROUP,DISCOUNTFEEGROUP,ENWEIGHT,ENAXLECOUNT,VLP,VLPC,VEHICLETYPE,IDENTIFYVEHICLETYPE,VEHICLECLASS,TAC,TRANSTYPE,TERMINALNO,TERMINALTRANSNO,TRANSNO,SERVICETYPE,ALGORITHMIDENTIFIER,KEYVERSION,ANTENNAID,TOLLMODEVER,TOLLPARAVER,CONSUMETIME,PASSSTATE,ENTOLLLANEID,ENTOLLSTATIONHEX,ENTIME,ENLANETYPE,PASSID,LASTGANTRYHEX,LASTGANTRYTIME,OBUMAC,OBUISSUEID,OBUSN,OBUVERSION,OBUSTARTDATE,OBUENDDATE,OBUELECTRICAL,OBUSTATE,OBUVLP,OBUVLPC,OBUVEHICLETYPE,VEHICLEUSERTYPE,VEHICLESEAT,AXLECOUNT,TOTALWEIGHT,VEHICLELENGTH,VEHICLEWIDTH,VEHICLEHIGHT,CPUNETID,CPUISSUEID,CPUVLP,CPUVLPC,CPUVEHICLETYPE,CPUSTARTDATE,CPUENDDATE,CPUVERSION,CPUCARDTYPE,CPUCARDID,BALANCEBEFORE,BALANCEAFTER,GANTRYPASSCOUNT,GANTRYPASSINFO,FEEPROVINFO,FEESUMLOCALBEFORE,FEESUMLOCALAFTER,FEECALCRESULT,FEEINFO1,FEEINFO2,FEEINFO3,HOLIDAYSTATE,TRADERESULT,SPECIALTYPE,VERIFYCODE,INTERRUPTSIGNAL,VEHICLEPICID,VEHICLETAILPICID,MATCHSTATUS,VALIDSTATUS,DEALSTATUS,RELATEDTRADEID,ALLRELATEDTRADEID,STATIONDBTIME,STATIONDEALTIME,STATIONVALIDTIME,STATIONMATCHTIME,DESCRIPTION,RECEIVETIME,POINTTYPE,VERIFYPASSTIME,GANTRYTYPE,RATECOMPUTE,RATEFITCOUNT,OBUPAYFEESUMBEFORE,OBUPAYFEESUMAFTER,OBUDISCOUNTFEESUMBEFORE,OBUDISCOUNTFEESUMAFTER,OBUFEESUMBEFORE,OBUFEESUMAFTER,OBUPROVFEESUMBEFORE,OBUPROVFEESUMAFTER,CARDFEESUMBEFORE,CARDFEESUMAFTER,NOCARDTIMESBEFORE,NOCARDTIMESAFTER,PROVINCENUMBEFORE,PROVINCENUMAFTER,OBUTOTALTRADESUCCNUMBEFORE,OBUTOTALTRADESUCCNUMAFTER,OBUPROVTRADESUCCNUMBEFORE,OBUPROVTRADESUCCNUMAFTER,OBUTRADERESULT,TRADETYPE,OBUINFOTYPEREAD,OBUINFOTYPEWRITE,OBUPASSSTATE,FEEVEHICLETYPE,OBULASTGANTRYHEX,OBULASTGANTRYTIME,FEEMILEAGE,OBUMILEAGEBEFORE,OBUMILEAGEAFTER,PROVMINFEE,FEESPARE1,FEESPARE2,FEESPARE3BAK,FEEPROVBEGINHEX,PROVMINFEECALCMODE,FEEPROVBEGINTIME,FEESUMLOCALAFTEREF04,LASTGANTRYFEEPASS,LASTGANTRYMILEPASS,INSPLITFLAG,RECORDGENTIME,VEHICLESIGN,LASTGANTRYHEXFEE,FEECALCSPECIAL,CHARGESSPECIALTYPE,ISFIXDATA,MSGID,TRADEREADCIPHERTEXT,READCIPHERTEXTVERIFY,TRADEWRITECIPHERTEXT,OBUPROVPAYFEESUMBEFORE,OBUPROVPAYFEESUMAFTER,PATHFITFLAG,FEECALCSPECIALS,PAYFEEPROVSUMLOCAL,PCRSUVERSION,GANTRYPASSINFOAFTER,UPDATERESULT,CPCFEETRADERESULT,FEEPROVEF04,FITPROVFLAG,GANTRYPASSCOUNTBEFORE,FEEPROVBEGINHEXFIT,FEEPROVBEGINTIMEFIT,TOLLINTERVALSIGN,RSUMANUID,FEEDATAVERSION,GANTRYHEXOPPOTIME,OBUPAYFEESUMAFTERNOFIT,OBUFEESUMAFTERNOFIT,OBUMILEAGEAFTERNOFIT,OBUVEHICLEUSERTYPE,FEEPROVBEGINHEXBEFORE,GANTRYFITRESULT,GANTRYFITVERSION,GANTRYFITHEXS,GANTRYFITTOLLS,GANTRYFITNPROVPAYFEE,GANTRYFITNPROVDISCONTFEE,GANTRYFITNPROVREALFEE,GANTRYFITNPROVMILES,GANTRYFITNPROVPAYFEEGROUP,GANTRYFITNPROVDISCONTFEEGROUP,GANTRYFITNPROVREALFEEGROUP,GANTRYFITNPROVPAYFEESUM,GANTRYFITNPROVREALFEESUM,GANTRYFITNPROVMILESUM,GANTRYFITNPROVPREREALFEE,PATHFITDESC,GANTRYFITNEIGHBORPROVCODE,FEESPARE3,LASTGANTRYHEXPASS
S0085370010011201102023111600314015,S008537001001120110,2,1,S0085370010020201031020231115175419220102132,201,3D470B,3C4702,2023-11-16 00:00:00,0,0,0,0,2,,S008537001001120,0,0,0,0,2,Â³B5668U,0,1,,0,00000000,09,0,00000000,0,1,2,0,31,3720230701001,3720231103001,265,1,S00383700300601010030,37017416,2023-11-15 18:57:05,1,020000440101610303651120231115185705,3d4709,2023-11-15 23:55:52,00000000,b9e3b6ab,4401016103036511,1,0,21504259,100,0000000000000000,Ä¬A00000,7,0,0,0,2,0,0,0,0,,,Ä¬A00000,9,0,0,0,0,,,0,0,44,3D8B243D8B223D8B203D8B1E3D8B1C3D8B1A3D8B183D8B163D8B143D8B123D220A3D220B3D220C3D220D3D220E3D73163D73073D73083D40093D400A3D400C3D47073D47083D4709,,25632,25632,0,G:S008537001001120110|T:2023-11-15T23:59:59|ES:37017416|ET:2023-11-15T18:57:05|LG:3d4709|LT:2023-11-15T23:55:52|CN:0|UT:0|AC:0|EAC:0|TT:2|CT:0|PH:c2b342353636385500000000|PC:0|VT:1|EVT:1|VC:0|FSL:0|WL:0|TW:0|VSF:255|BH:000000|PSL:25632|RSL:0|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:1|ac:0|ad:0|R:0,201,0=,0:0 ECODE:0x20000,0,3D470B,0,0,,A983DDA85D8B15795751F1B732A73872,1,,,0,0,0,,,2023-11-16 00:01:10,2023-11-16 00:01:10,2023-11-16 00:01:10,2023-11-16 00:01:10,0,2023-11-16 00:01:11,4,2023-11-16 00:01:13,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,-1,0,0,0,1,1,,,1,-1,-1,,,,,,,,25632,25632,8912,1,2023-11-16 00:01:11,0xff,,-1,,0,,0000000000000000,-1,0000000000000000,-1,-1,0,0,25632,2,,1,0,-1,0,44,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3d4709
G0020370060006100602023111600400001,G002037006000610060,1,2,2023111600,101,3C0D0D,3D0D11,2023-11-16 00:00:00,196,196,0,196,2,,G002037006000610,196,196,0,,,Â³E27J37,0,1,,0,,09,213700029AAF,,,1,2,00,1,3720230701001,3720231103001,83,1,02,37011824,2023-11-15 23:17:40,01,020000440101620133796720231115231740,,2023-11-15 23:58:42,A2CF75F6,B9E3B6AB44010001,4401016201337967,1,20210330,20310329,-1,0000,,,,,,255,0,65535,255,255,,,,,,,,,,,,,11,3C6F073D31143D31153C0E053C0E063C0E073C0D233C0D0A3C0D273C0D0C,,3838,4034,0,G:G002037006000610060|T:2023-11-16T00:00:00|ES:37011824|ET:2023-11-15T23:17:40|LG:3C0D0C|LT:2023-11-15T23:58:42|CN:|UT:0|AC:255|EAC:255|TT:2|CT:0|PH:C2B34532374A3337|PC:0|VT:1|EVT:1|VC:0|FSL:3838|WL:0|TW:0|VSF:255|BH:000000|PSL:3838|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:1|ac:255|ad:0|R:0,201,0=,0:0 ECODE:0x0,0,3C0D0D,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,,2023-11-16 00:00:07,0,2023-11-16 00:00:08,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,10,11,,-1,-1,-1,-1,1,,,3921,76717,80638,,4000,80638,,000000,,2023-11-15 23:17:40,4000,173,7205,1,2023-11-16 00:00:07,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C6F073D31143D31153C0E053C0E063C0E073C0D233C0D0A3C0D273C0D0C3C0D0D,2,0,370B000FA0013AFE0000006554E1143C0D0D6554EB0000,0,10,,,1,a0|2010|2,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3C0D0C
G0003370010002100302023111600300001,G000337001000210030,1,1,2023111600,101,3C050F,3D0516,2023-11-16 00:00:00,404,404,0,404,2,,G000337001000210,404,404,0,,,¼½R1Z3S2,0,11,,0,,09,21370002ABDC,,,1,2,00,7,3720230701001,3720231103001,112,1,02,13130706,2023-11-15 21:55:56,01,020000130101670039849620231115215556,,2023-11-15 23:53:33,A70614A0,BAD3B1B113010001,1301016700398496,1,20191114,20291114,-1,0000,,,,,,2,18000,0,27,168,,,,,,,,,,,,,2,3E0501,,119,523,0,G:G000337001000210030|T:2023-11-16T00:00:00|ES:13130706|ET:2023-11-15T21:55:56|LG:3E0501|LT:2023-11-15T23:53:33|CN:|UT:0|AC:2|EAC:2|TT:2|CT:0|PH:BCBD52315A335332|PC:0|VT:11|EVT:11|VC:0|FSL:119|WL:0|TW:18000|VSF:255|BH:3E0501|PSL:119|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:11|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x0,0,3C050F,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,,2023-11-16 00:00:06,0,2023-11-16 00:00:08,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,2,,-1,-1,-1,-1,11,,,8080,2370,10450,,500,10450,,3E0501,,2023-11-15 23:53:33,500,119,2370,1,2023-11-16 00:00:06,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3E05013C050F,2,0,37020001F40028D23E05016554E97D3C050F6554EB0000,0,1,,,1,a0|2010|1,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3E0501
G0003370010003100402023111600300001,G000337001000310040,1,1,2023111600,101,3C0517,3D0518,2023-11-16 00:00:00,259,259,0,259,2,,G000337001000310,259,259,0,,,Â³S9458F,0,11,,0,,09,21370002ABB8,,,1,2,00,7,3720230701001,3720231103001,121,1,02,37012E25,2023-11-15 23:47:52,01,020000140102070103137820231115234752,,2023-11-15 23:57:07,A1816A62,C9BDCEF714010001,1401020701031378,1,20191030,20291030,-1,0000,,,,,,2,18000,0,30,90,,,,,,,,,,,,,4,3C49163D490E3C050F,,554,813,0,G:G000337001000310040|T:2023-11-16T00:00:00|ES:37012E25|ET:2023-11-15T23:47:52|LG:3C050F|LT:2023-11-15T23:57:07|CN:|UT:0|AC:2|EAC:2|TT:2|CT:0|PH:C2B3533934353846|PC:0|VT:11|EVT:11|VC:0|FSL:554|WL:0|TW:18000|VSF:255|BH:000000|PSL:554|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:11|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x0,0,3C0517,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,,2023-11-16 00:00:07,0,2023-11-16 00:00:08,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,3,4,,-1,-1,-1,-1,11,,,5180,11832,17012,,800,17012,,000000,,2023-11-15 23:47:52,800,404,8080,1,2023-11-16 00:00:07,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C49163D490E3C050F3C0517,2,0,37040003200042740000006554E8283C05176554EB0000,0,3,,,1,a0|2010|1,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3C050F
S0029370030051100302023111600300001,S002937003005110030,1,1,2023111600,101,3C6F13,3D6F14,2023-11-16 00:00:00,318,318,0,318,2,,S002937003005110,318,318,0,,,Â³FJ575G,0,1,,0,,09,2137000718FA,,,1,2,00,8,3720230701001,3720231103001,79,1,03,37010218,2023-11-15 21:35:01,01,020000340101620075753320231115213501,,2023-11-15 23:55:13,A2D63809,B0B2BBD534010001,3401016200757533,1,20191111,20291231,-1,0000,,,,,,255,0,65535,255,255,,,,,,,,,,,,,24,3C01043C01053C01063C01073C03013C03023C03033C03043C8A073C8A093C8A0B3DA1123DA1103DA10D3DA1093DA1233DA1213DA11F3DA11D3DA1133DA3133DA3113DA30F3DA30D,,11835,12153,0,G:S002937003005110030|T:2023-11-16T00:00:00|ES:37010218|ET:2023-11-15T21:35:01|LG:3DA30D|LT:2023-11-15T23:55:13|CN:|UT:0|AC:255|EAC:255|TT:2|CT:0|PH:C2B3464A35373547|PC:0|VT:1|EVT:1|VC:0|FSL:11835|WL:0|TW:0|VSF:255|BH:000000|PSL:11835|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:1|ac:255|ad:0|R:0,201,0=,0:0 ECODE:0x0,0,3C6F13,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,2023-11-16 00:00:01,,2023-11-16 00:00:08,0,2023-11-16 00:00:10,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,27,28,,-1,-1,-1,-1,1,,,6366,234936,241302,,12200,241302,,000000,,2023-11-15 21:35:01,12200,166,2760,1,2023-11-16 00:00:08,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C01053C01063C01073C03013C03023C03033C03043C8A073C8A093C8A0B3DA1123DA1103DA10D3DA1093DA1233DA1213DA11F3DA11D3DA1133DA3133DA3113DA30F3DA30D3C6F13,2,0,371C002FA803AE960000006554C9053C6F136554EB0000,0,24,,,1,a0|2010|2,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3DA30D
G0020370050006100602023111600400001,G002037005000610060,1,2,2023111600,101,3C0E06,3D0E09,2023-11-16 00:00:01,236,236,0,236,2,,G002037005000610|G002037005000710,131|105,131|105,0|0,,,¾©GNS613,0,21,,0,,09,213700028A5D,,,1,2,00,8,3720230701001,3720231103001,117,1,03,37011241,2023-11-15 20:10:05,01,020000440101610024243820231115201005,,2023-11-15 23:56:47,A1A446D1,B9E3B6AB44010001,4401016100242438,1,20191124,20291124,-1,0000,,,,,,2,18000,0,38,172,,,,,,,,,,,,,24,3C27053C27063C27073C27083C27093C2C013C2C023C03013C03033C10023C10033C10043C10053C10063C100D3C100E3C100F3C10103C10113C0E3B3C0E3C3C0E033C0E043C0E05,,11443,11679,0,G:G002037005000610060|T:2023-11-16T00:00:01|ES:37011241|ET:2023-11-15T20:10:05|LG:3C0E05|LT:2023-11-15T23:56:47|CN:|UT:0|AC:2|EAC:2|TT:2|CT:0|PH:BEA9474E53363133|PC:0|VT:21|EVT:21|VC:0|FSL:11443|WL:0|TW:18000|VSF:255|BH:000000|PSL:11443|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:21|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x0,0|0,3C0E06,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,,2023-11-16 00:00:06,0,2023-11-16 00:00:08,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,26,27,,-1,-1,-1,-1,21,,,4710,252604,257314,,11700,257314,,000000,,2023-11-15 20:10:05,11700,402,8035,1,2023-11-16 00:00:06,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C27063C27073C27083C27093C2C013C2C023C03013C03033C10023C10033C10043C10053C10063C100D3C100E3C100F3C10103C10113C0E3B3C0E3C3C0E033C0E043C0E053C0E06,2,0,371B002DB403ED220000006554B51D3C0E066554EB0100,0,24,,,1|1,a0|2010|2,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3C0E05
G0002370130004100402023111600300001,G000237013000410040,1,1,2023111600,101,3C1701,3D1706,2023-11-16 00:00:01,1312,1312,0,656,2,,G000237013002610|G000237013002710|G000237013000410,88|568|656,88|568|656,0|0|0,,,Â³Q39U5G,0,11,,0,,09,213700028E27,,,1,2,00,4,3720230701001,3720231103001,65,1,02,37018A22,2023-11-15 23:41:48,01,020000430101920136320620231115234148,,2023-11-15 23:44:29,C0611846,BAFEC4CF43010001,4301019201363206,1,20200107,20250107,-1,0000,,,,,,2,18000,0,8,176,,,,,,,,,,,,,3,3C90033D900D,,479,1791,0,G:G000237013000410040|T:2023-11-16T00:00:01|ES:37018A22|ET:2023-11-15T23:41:48|LG:3D900D|LT:2023-11-15T23:44:29|CN:|UT:0|AC:2|EAC:2|TT:2|CT:0|PH:C2B3513339553547|PC:0|VT:11|EVT:11|VC:0|FSL:479|WL:0|TW:18000|VSF:255|BH:000000|PSL:479|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:11|ac:2|ad:0|R:0,2000,0=,0:0 ECODE:0x0,1024|1024|0,3C17273C17293C1701,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,,2023-11-16 00:00:05,0,2023-11-16 00:00:08,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,3,,-1,-1,-1,-1,11,,,32807,9584,42391,,1800,42391,,000000,,2023-11-15 23:41:48,1800,479,9583,1,2023-11-16 00:00:05,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C90033D900D3C1701,2,0,370300070800A5970000006554E6BC3C17016554EB0100,0,2,,,5|5|1,a5|2010|1,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3D900D
G9911370010011101102024012410410145,G991137001001110110,1,2,2024012410,101,3CA025,3DA026,2023-11-16 00:00:01,497,497,0,497,2,,G991137001001110,497,497,0,,,¾©Q9K583,0,1,,0,,09,21370006FCFE,,,1,2,00,3,3720230701001,3720231103001,106,1,42,11010504,2023-11-15 20:02:30,01,020000370301910130359920231115200230,,2023-11-15 23:58:07,A13A09CF,C9BDB6AB37030001,3703019101303599,1,20181201,20281130,-1,0000,,,,,,2,18000,0,9,96,,,,,,,,,,,,,10,3C050F3C05173C05193C051B3C05103CA01D3CA01F3CA0213CA023,,4559,5056,0,G:G991137001001110110|T:2023-11-16T00:00:01|ES:11010504|ET:2023-11-15T20:02:30|LG:3CA023|LT:2023-11-15T23:58:07|CN:|UT:0|AC:2|EAC:2|TT:2|CT:0|PH:BEA951394B353833|PC:0|VT:1|EVT:1|VC:0|FSL:4559|WL:0|TW:18000|VSF:255|BH:3E0501|PSL:4559|RSL:-1|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:1|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x0,0,3CA025,0,0,,1.1.0|1.1.022:10:02,,,,0,0,1,,,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,2023-11-16 00:00:02,,2023-11-16 00:00:05,0,2023-11-16 00:00:08,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,9,10,,-1,-1,-1,-1,1,,,9370,89423,98793,,5100,98793,,3E0501,,2023-11-15 23:01:50,5100,310,5850,1,2023-11-16 00:00:05,0xff,,0,,0,,,-1,,-1,-1,0,0,-1,305,3C050F3C05173C05193C051B3C05103CA01D3CA01F3CA0213CA0233CA025,2,0,370A0013EC0181E93E05016554DD5E3CA0256554EB0100,0,9,,,1,a0|2010|1,20200320001,120,,,,,,,,,,,,,,,,,,,,,,,,3CA023
G0018370130022200102023111600234318,G001837013002220010,2,1,G0018370130020201003020231115190303120102012,201,3D3035,3C3036,2023-11-16 00:00:01,0,0,0,0,2,,G001837013002220,0,0,0,17943,2,¼½A039D1,1,12,,21,00000000,09,0,00000000,0,1,2,0,23,3720230701001,3720231103001,407,1,S00721300300201020030,13135C02,2023-11-15 19:25:05,1,020000450101630003522120231115192505,3c3008,2023-11-15 23:56:26,00000000,b9e3cef7,4501016300035221,1,23296649,39936259,100,0000000000000000,Ä¬A00000,7,0,0,0,2,17900,0,0,0,,,Ä¬A00000,9,0,0,0,0,,,0,0,18,3F0B0C3D0B093D0B133D0B143D0B2A3D0B2D3D0B173D0B023C650B3C650C3D54123D62033D62043D30213D30223D30233D30243C3008,?e,16976,16976,0,G:G001837013002220010|T:2023-11-16T00:00:01|ES:13135C02|ET:2023-11-15T19:25:05|LG:3c3008|LT:2023-11-15T23:56:26|CN:0|UT:21|AC:2|EAC:2|TT:2|CT:0|PH:bcbd41303339443100000000|PC:1|VT:12|EVT:12|VC:21|FSL:0|WL:0|TW:17943|VSF:255|BH:3f0b0c|PSL:16976|RSL:0|SP1:0|MV:20230701001|PV:20231103001|vc:21|vt:12|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x20000,0,3D3035,0,0,,8871849D38365B80139F4317FBA713ED,1,,,0,0,0,,,2023-11-16 00:05:48,2023-11-16 00:05:48,2023-11-16 00:05:48,2023-11-16 00:05:48,0,2023-11-16 00:05:48,4,2023-11-16 00:05:49,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,19,-1,0,0,0,2,12,,,1,-1,-1,,,,,3f0b0c,,,16976,16976,2839,1,2023-11-16 00:05:48,0xff,,-1,,0,,0000000000000000,-1,0000000000000000,-1,-1,0,0,16976,2,,1,0,-1,0,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3c3008
G0022370050018100102023111600114005,G002237005001810010,2,1,G0022370050040101011020231115183529503004309,101,3C7812,3D7811,2023-11-16 00:00:02,0,0,0,0,2,,G002237005001810,0,0,0,-1,2,Â³UT4370,0,1,,0,00000000,09,0,00000000,0,1,2,0,11,3720230701001,3720231103001,140,1,G00223700500401010110,370165E4,2023-11-16 00:00:02,3,020000510101610005178220231116000002,,,00000000,cbc4b4a8,5101016100051782,1,0,0,80,0000000000000000,Ä¬A00000,7,0,0,0,2,0,0,0,0,,,Ä¬A00000,9,0,0,0,0,,,0,0,0,,,0,0,0,G:G002237005001810010|T:2023-11-16T00:00:02|ES:370165E4|ET:2023-11-16T00:00:02|LG:|LT:|CN:0|UT:0|AC:255|EAC:255|TT:2|CT:0|PH:c2b355543433373000000000|PC:0|VT:1|EVT:1|VC:0|FSL:0|WL:0|TW:0|VSF:255|BH:000000|PSL:0|RSL:0|SP1:0|MV:20230701001|PV:20231103001|vc:0|vt:1|ac:255|ad:0|R:0,201,0=,0:0 ECODE:0x40000,0,3C7812,0,0,,71924548384D1C3F7AE76A049C81BC71,1,,,0,0,0,,,2023-11-16 00:02:25,2023-11-16 00:02:25,2023-11-16 00:02:25,2023-11-16 00:02:25,0,2023-11-16 00:02:25,4,2023-11-16 00:02:28,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,0,0,2,1,,,1,-1,-1,,,,,,,2023-11-16 00:00:02,0,0,0,1,2023-11-16 00:02:25,0xff,,-1,,0,,0000000000000000,-1,0000000000000000,-1,-1,0,0,0,2,01010000000000010000006554eb023c78126554eb02000000000001013c7812000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,37010000000000013c78126554eb023c78126554eb0200,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
